date,ind,rain,ind,maxt,ind,mint,gmin,soil
21-May-48,0,0, , , , , , 
22-May-48,0,5.3, , , , , , 
23-May-48,0,2.5, , , , , , 
24-May-48,0,1.9, , , , , , 
25-May-48,0,0, , , , , , 
26-May-48,0,0, , , , , , 
27-May-48,4,0, , , , , , 
28-May-48,0,3.8, , , , , , 
29-May-48,0,0.3, , , , , , 
30-May-48,0,14.1, , , , , , 
31-May-48,0,7.8, , , , , , 
01-Jun-48,0,15.1, , , , , , 
02-Jun-48,0,1.5, , , , , , 
03-Jun-48,0,0.1, , , , , , 
04-Jun-48,0,1.7, , , , , , 
05-Jun-48,0,0.2, , , , , , 
06-Jun-48,0,6, , , , , , 
07-Jun-48,0,1.9, , , , , , 
08-Jun-48,0,0, , , , , , 
09-Jun-48,0,1.2, , , , , , 
10-Jun-48,0,0.1, , , , , , 
11-Jun-48,0,0, , , , , , 
12-Jun-48,0,0, , , , , , 
13-Jun-48,0,0, , , , , , 
14-Jun-48,4,0, , , , , , 
15-Jun-48,0,0.9, , , , , , 
16-Jun-48,0,7, , , , , , 
17-Jun-48,0,0.8, , , , , , 
18-Jun-48,0,14, , , , , , 
19-Jun-48,4,0, , , , , , 
20-Jun-48,0,7.1, , , , , , 
21-Jun-48,0,2.1, , , , , , 
22-Jun-48,4,0, , , , , , 
23-Jun-48,0,0.6, , , , , , 
24-Jun-48,0,1.6, , , , , , 
25-Jun-48,4,0, , , , , , 
26-Jun-48,0,0.9, , , , , , 
27-Jun-48,0,5.4, , , , , , 
28-Jun-48,0,0.2, , , , , , 
29-Jun-48,0,0, , , , , , 
30-Jun-48,0,0, , , , , , 
01-Jul-48,0,0, , , , , , 
02-Jul-48,4,0, , , , , , 
03-Jul-48,0,9.1, , , , , , 
04-Jul-48,0,0, , , , , , 
05-Jul-48,0,0.5, , , , , , 
06-Jul-48,0,0.5, , , , , , 
07-Jul-48,0,0, , , , , , 
08-Jul-48,0,0, , , , , , 
09-Jul-48,0,0, , , , , , 
10-Jul-48,0,5.5, , , , , , 
11-Jul-48,0,1, , , , , , 
12-Jul-48,0,2.2, , , , , , 
13-Jul-48,0,0.1, , , , , , 
14-Jul-48,0,0, , , , , , 
15-Jul-48,0,0, , , , , , 
16-Jul-48,0,0, , , , , , 
17-Jul-48,0,17.5, , , , , , 
18-Jul-48,0,0, , , , , , 
19-Jul-48,0,0.1, , , , , , 
20-Jul-48,0,2, , , , , , 
21-Jul-48,4,0, , , , , , 
22-Jul-48,0,6.3, , , , , , 
23-Jul-48,0,5.8, , , , , , 
24-Jul-48,0,4.2, , , , , , 
25-Jul-48,0,0, , , , , , 
26-Jul-48,0,0, , , , , , 
27-Jul-48,0,0, , , , , , 
28-Jul-48,0,0, , , , , , 
29-Jul-48,0,0, , , , , , 
30-Jul-48,0,1.6, , , , , , 
31-Jul-48,0,0.2, , , , , , 
01-Aug-48,0,0, , , , , , 
02-Aug-48,0,0.1, , , , , , 
03-Aug-48,0,0, , , , , , 
04-Aug-48,0,0, , , , , , 
05-Aug-48,0,7.2, , , , , , 
06-Aug-48,0,28.3, , , , , , 
07-Aug-48,0,12.9, , , , , , 
08-Aug-48,0,1, , , , , , 
09-Aug-48,0,0.2, , , , , , 
10-Aug-48,0,0, , , , , , 
11-Aug-48,0,0.7, , , , , , 
12-Aug-48,0,0.2, , , , , , 
13-Aug-48,0,0, , , , , , 
14-Aug-48,0,0.1, , , , , , 
15-Aug-48,0,8.2, , , , , , 
16-Aug-48,0,1.4, , , , , , 
17-Aug-48,0,0.4, , , , , , 
18-Aug-48,0,0.1, , , , , , 
19-Aug-48,0,0, , , , , , 
20-Aug-48,0,1.2, , , , , , 
21-Aug-48,0,4.7, , , , , , 
22-Aug-48,0,3.3, , , , , , 
23-Aug-48,0,0, , , , , , 
24-Aug-48,0,6, , , , , , 
25-Aug-48,0,0.1, , , , , , 
26-Aug-48,0,0, , , , , , 
27-Aug-48,0,0, , , , , , 
28-Aug-48,4,0, , , , , , 
29-Aug-48,0,0, , , , , , 
30-Aug-48,0,4.3, , , , , , 
31-Aug-48,0,1.1, , , , , , 
01-Sep-48,0,15, , , , , , 
02-Sep-48,0,12.2, , , , , , 
03-Sep-48,0,0.8, , , , , , 
04-Sep-48,0,0, , , , , , 
05-Sep-48,0,0.6, , , , , , 
06-Sep-48,0,5.9, , , , , , 
07-Sep-48,0,5.3, , , , , , 
08-Sep-48,4,0, , , , , , 
09-Sep-48,0,0.2, , , , , , 
10-Sep-48,0,1.1, , , , , , 
11-Sep-48,0,2.3, , , , , , 
12-Sep-48,0,1, , , , , , 
13-Sep-48,0,0.6, , , , , , 
14-Sep-48,0,0.5, , , , , , 
15-Sep-48,0,0, , , , , , 
16-Sep-48,0,0, , , , , , 
17-Sep-48,0,0.2, , , , , , 
18-Sep-48,0,1.1, , , , , , 
19-Sep-48,0,0.3, , , , , , 
20-Sep-48,4,0, , , , , , 
21-Sep-48,0,0, , , , , , 
22-Sep-48,0,5.3, , , , , , 
23-Sep-48,0,0.3, , , , , , 
24-Sep-48,0,0, , , , , , 
25-Sep-48,4,0, , , , , , 
26-Sep-48,4,0, , , , , , 
27-Sep-48,0,0.5, , , , , , 
28-Sep-48,0,1.6, , , , , , 
29-Sep-48,0,0, , , , , , 
30-Sep-48,0,5.3, , , , , , 
01-Oct-48,0,0, , , , , , 
02-Oct-48,0,4.7, , , , , , 
03-Oct-48,0,0, , , , , , 
04-Oct-48,0,0, , , , , , 
05-Oct-48,0,0, , , , , , 
06-Oct-48,0,0, , , , , , 
07-Oct-48,4,0, , , , , , 
08-Oct-48,0,0, , , , , , 
09-Oct-48,0,0.1, , , , , , 
10-Oct-48,0,5.3, , , , , , 
11-Oct-48,0,0.1, , , , , , 
12-Oct-48,0,0, , , , , , 
13-Oct-48,0,5.9, , , , , , 
14-Oct-48,0,0.2, , , , , , 
15-Oct-48,0,2.1, , , , , , 
16-Oct-48,0,0.2, , , , , , 
17-Oct-48,0,1.7, , , , , , 
18-Oct-48,0,0.2, , , , , , 
19-Oct-48,4,0, , , , , , 
20-Oct-48,0,0.3, , , , , , 
21-Oct-48,0,0, , , , , , 
22-Oct-48,0,0.5, , , , , , 
23-Oct-48,0,0, , , , , , 
24-Oct-48,0,1.6, , , , , , 
25-Oct-48,0,0, , , , , , 
26-Oct-48,0,0.1, , , , , , 
27-Oct-48,4,0, , , , , , 
28-Oct-48,0,0, , , , , , 
29-Oct-48,0,0, , , , , , 
30-Oct-48,0,0.6, , , , , , 
31-Oct-48,0,0, , , , , , 
01-Nov-48,0,1.6, , , , , , 
02-Nov-48,0,0.5, , , , , , 
03-Nov-48,4,0, , , , , , 
04-Nov-48,0,3.8, , , , , , 
05-Nov-48,0,0.4, , , , , , 
06-Nov-48,0,2, , , , , , 
07-Nov-48,0,1.8, , , , , , 
08-Nov-48,4,0, , , , , , 
09-Nov-48,4,0, , , , , , 
10-Nov-48,4,0, , , , , , 
11-Nov-48,0,0.5, , , , , , 
12-Nov-48,0,5.8, , , , , , 
13-Nov-48,0,1.7, , , , , , 
14-Nov-48,0,1.9, , , , , , 
15-Nov-48,0,4.3, , , , , , 
16-Nov-48,0,0.1, , , , , , 
17-Nov-48,0,0.8, , , , , , 
18-Nov-48,0,0, , , , , , 
19-Nov-48,0,2.4, , , , , , 
20-Nov-48,0,3.5, , , , , , 
21-Nov-48,0,1.1, , , , , , 
22-Nov-48,4,0, , , , , , 
23-Nov-48,4,0, , , , , , 
24-Nov-48,4,0, , , , , , 
25-Nov-48,0,0.1, , , , , , 
26-Nov-48,0,0, , , , , , 
27-Nov-48,0,0, , , , , , 
28-Nov-48,4,0, , , , , , 
29-Nov-48,4,0, , , , , , 
30-Nov-48,4,0, , , , , , 
01-Dec-48,0,5.9, , , , , , 
02-Dec-48,0,0.3, , , , , , 
03-Dec-48,0,4.7, , , , , , 
04-Dec-48,4,0, , , , , , 
05-Dec-48,0,11.1, , , , , , 
06-Dec-48,0,15.1, , , , , , 
07-Dec-48,0,9.7, , , , , , 
08-Dec-48,0,4.6, , , , , , 
09-Dec-48,0,1.1, , , , , , 
10-Dec-48,0,1.4, , , , , , 
11-Dec-48,0,16.5, , , , , , 
12-Dec-48,0,2.8, , , , , , 
13-Dec-48,0,0.1, , , , , , 
14-Dec-48,0,0.4, , , , , , 
15-Dec-48,4,0, , , , , , 
16-Dec-48,0,0, , , , , , 
17-Dec-48,0,0, , , , , , 
18-Dec-48,0,0, , , , , , 
19-Dec-48,0,0, , , , , , 
20-Dec-48,0,0.3, , , , , , 
21-Dec-48,0,0, , , , , , 
22-Dec-48,0,0, , , , , , 
23-Dec-48,0,0, , , , , , 
24-Dec-48,0,0, , , , , , 
25-Dec-48,4,0, , , , , , 
26-Dec-48,1,16.9, , , , , , 
27-Dec-48,1,5.8, , , , , , 
28-Dec-48,0,4, , , , , , 
29-Dec-48,0,6.1, , , , , , 
30-Dec-48,0,2.8, , , , , , 
31-Dec-48,0,2.1, , , , , , 
01-Jan-49,0,4.6, , , , , , 
02-Jan-49,0,0, , , , , , 
03-Jan-49,0,22.6, , , , , , 
04-Jan-49,0,2.1, , , , , , 
05-Jan-49,4,0, , , , , , 
06-Jan-49,4,0, , , , , , 
07-Jan-49,0,7.8, , , , , , 
08-Jan-49,0,0, , , , , , 
09-Jan-49,0,0, , , , , , 
10-Jan-49,4,0, , , , , , 
11-Jan-49,4,0, , , , , , 
12-Jan-49,0,0, , , , , , 
13-Jan-49,0,0.3, , , , , , 
14-Jan-49,0,4, , , , , , 
15-Jan-49,0,0.3, , , , , , 
16-Jan-49,0,0, , , , , , 
17-Jan-49,4,0, , , , , , 
18-Jan-49,4,0, , , , , , 
19-Jan-49,0,2.4, , , , , , 
20-Jan-49,0,0, , , , , , 
21-Jan-49,4,0, , , , , , 
22-Jan-49,4,0, , , , , , 
23-Jan-49,0,4.6, , , , , , 
24-Jan-49,4,0, , , , , , 
25-Jan-49,4,0, , , , , , 
26-Jan-49,4,0, , , , , , 
27-Jan-49,0,0, , , , , , 
28-Jan-49,0,0, , , , , , 
29-Jan-49,0,0, , , , , , 
30-Jan-49,0,0, , , , , , 
31-Jan-49,0,0.1, , , , , , 
01-Feb-49,4,0, , , , , , 
02-Feb-49,0,0, , , , , , 
03-Feb-49,0,0, , , , , , 
04-Feb-49,0,0, , , , , , 
05-Feb-49,4,0, , , , , , 
06-Feb-49,0,0, , , , , , 
07-Feb-49,0,2.8, , , , , , 
08-Feb-49,0,4.6, , , , , , 
09-Feb-49,0,0, , , , , , 
10-Feb-49,0,0.2, , , , , , 
11-Feb-49,0,4.9, , , , , , 
12-Feb-49,0,0, , , , , , 
13-Feb-49,4,0, , , , , , 
14-Feb-49,0,0, , , , , , 
15-Feb-49,0,0, , , , , , 
16-Feb-49,0,0, , , , , , 
17-Feb-49,0,0, , , , , , 
18-Feb-49,0,0.7, , , , , , 
19-Feb-49,0,0.3, , , , , , 
20-Feb-49,0,3.4, , , , , , 
21-Feb-49,0,2.7, , , , , , 
22-Feb-49,0,2.1, , , , , , 
23-Feb-49,0,0, , , , , , 
24-Feb-49,4,0, , , , , , 
25-Feb-49,0,0, , , , , , 
26-Feb-49,4,0, , , , , , 
27-Feb-49,0,0, , , , , , 
28-Feb-49,0,0.7, , , , , , 
01-Mar-49,0,0, , , , , , 
02-Mar-49,0,0, , , , , , 
03-Mar-49,0,0.1, , , , , , 
04-Mar-49,0,14.8, , , , , , 
05-Mar-49,0,5.9, , , , , , 
06-Mar-49,0,6, , , , , , 
07-Mar-49,0,3.4, , , , , , 
08-Mar-49,0,0.9, , , , , , 
09-Mar-49,0,0.4, , , , , , 
10-Mar-49,0,0, , , , , , 
11-Mar-49,0,3.9, , , , , , 
12-Mar-49,0,0.2, , , , , , 
13-Mar-49,0,4.3, , , , , , 
14-Mar-49,0,5.9, , , , , , 
15-Mar-49,4,0, , , , , , 
16-Mar-49,0,0, , , , , , 
17-Mar-49,0,0, , , , , , 
18-Mar-49,0,0.3, , , , , , 
19-Mar-49,0,0, , , , , , 
20-Mar-49,0,0.5, , , , , , 
21-Mar-49,0,0, , , , , , 
22-Mar-49,0,0, , , , , , 
23-Mar-49,0,0, , , , , , 
24-Mar-49,4,0, , , , , , 
25-Mar-49,0,0, , , , , , 
26-Mar-49,0,0, , , , , , 
27-Mar-49,0,0.1, , , , , , 
28-Mar-49,0,0, , , , , , 
29-Mar-49,0,0, , , , , , 
30-Mar-49,4,0, , , , , , 
31-Mar-49,0,0, , , , , , 
01-Apr-49,0,0.3, , , , , , 
02-Apr-49,0,1.6, , , , , , 
03-Apr-49,0,4.1, , , , , , 
04-Apr-49,0,5.3, , , , , , 
05-Apr-49,0,18.7, , , , , , 
06-Apr-49,0,1, , , , , , 
07-Apr-49,0,2, , , , , , 
08-Apr-49,4,0, , , , , , 
09-Apr-49,0,0, , , , , , 
10-Apr-49,4,0, , , , , , 
11-Apr-49,0,1.3, , , , , , 
12-Apr-49,0,0.6, , , , , , 
13-Apr-49,0,0, , , , , , 
14-Apr-49,0,1.1, , , , , , 
15-Apr-49,0,0, , , , , , 
16-Apr-49,0,0, , , , , , 
17-Apr-49,0,0, , , , , , 
18-Apr-49,4,0, , , , , , 
19-Apr-49,0,0.1, , , , , , 
20-Apr-49,0,1.8, , , , , , 
21-Apr-49,0,0, , , , , , 
22-Apr-49,4,0, , , , , , 
23-Apr-49,4,0, , , , , , 
24-Apr-49,0,2.1, , , , , , 
25-Apr-49,0,0.9, , , , , , 
26-Apr-49,0,0.7, , , , , , 
27-Apr-49,0,0, , , , , , 
28-Apr-49,0,0, , , , , , 
29-Apr-49,4,0, , , , , , 
30-Apr-49,4,0, , , , , , 
01-May-49,0,0, , , , , , 
02-May-49,0,0, , , , , , 
03-May-49,0,0, , , , , , 
04-May-49,4,0, , , , , , 
05-May-49,0,0.8, , , , , , 
06-May-49,4,0, , , , , , 
07-May-49,0,0, , , , , , 
08-May-49,0,0, , , , , , 
09-May-49,0,0, , , , , , 
10-May-49,0,0, , , , , , 
11-May-49,0,0, , , , , , 
12-May-49,0,0, , , , , , 
13-May-49,0,0, , , , , , 
14-May-49,0,0, , , , , , 
15-May-49,0,0.8, , , , , , 
16-May-49,0,4.4, , , , , , 
17-May-49,0,4, , , , , , 
18-May-49,0,5.1, , , , , , 
19-May-49,0,0, , , , , , 
20-May-49,0,0, , , , , , 
21-May-49,0,0, , , , , , 
22-May-49,0,0.9, , , , , , 
23-May-49,0,1.8, , , , , , 
24-May-49,0,5.8, , , , , , 
25-May-49,0,1.1, , , , , , 
26-May-49,0,1.2, , , , , , 
27-May-49,0,0.2, , , , , , 
28-May-49,0,0.9, , , , , , 
29-May-49,0,1.2, , , , , , 
30-May-49,0,0.5, , , , , , 
31-May-49,0,3.2, , , , , , 
01-Jun-49,0,2.4, , , , , , 
02-Jun-49,0,4.1, , , , , , 
03-Jun-49,0,0.7, , , , , , 
04-Jun-49,0,0.3, , , , , , 
05-Jun-49,0,0, , , , , , 
06-Jun-49,0,0.5, , , , , , 
07-Jun-49,0,3.3, , , , , , 
08-Jun-49,0,0, , , , , , 
09-Jun-49,0,0, , , , , , 
10-Jun-49,0,0.6, , , , , , 
11-Jun-49,4,0, , , , , , 
12-Jun-49,0,2.4, , , , , , 
13-Jun-49,0,0, , , , , , 
14-Jun-49,4,0, , , , , , 
15-Jun-49,0,0, , , , , , 
16-Jun-49,0,0, , , , , , 
17-Jun-49,0,0, , , , , , 
18-Jun-49,0,0, , , , , , 
19-Jun-49,0,0, , , , , , 
20-Jun-49,0,0, , , , , , 
21-Jun-49,0,0, , , , , , 
22-Jun-49,0,0, , , , , , 
23-Jun-49,0,0, , , , , , 
24-Jun-49,0,0, , , , , , 
25-Jun-49,0,0, , , , , , 
26-Jun-49,4,0, , , , , , 
27-Jun-49,4,0, , , , , , 
28-Jun-49,0,1, , , , , , 
29-Jun-49,0,0.4, , , , , , 
30-Jun-49,0,0, , , , , , 
01-Jul-49,0,0, , , , , , 
02-Jul-49,0,0, , , , , , 
03-Jul-49,0,0, , , , , , 
04-Jul-49,0,1.2, , , , , , 
05-Jul-49,0,0, , , , , , 
06-Jul-49,0,0, , , , , , 
07-Jul-49,4,0, , , , , , 
08-Jul-49,0,0.5, , , , , , 
09-Jul-49,0,0, , , , , , 
10-Jul-49,0,0, , , , , , 
11-Jul-49,0,0, , , , , , 
12-Jul-49,0,0, , , , , , 
13-Jul-49,4,0, , , , , , 
14-Jul-49,0,7.5, , , , , , 
15-Jul-49,0,10.4, , , , , , 
16-Jul-49,0,3.4, , , , , , 
17-Jul-49,0,0, , , , , , 
18-Jul-49,0,0, , , , , , 
19-Jul-49,0,5.8, , , , , , 
20-Jul-49,0,1.7, , , , , , 
21-Jul-49,0,0, , , , , , 
22-Jul-49,0,0.1, , , , , , 
23-Jul-49,0,0, , , , , , 
24-Jul-49,0,0, , , , , , 
25-Jul-49,4,0, , , , , , 
26-Jul-49,0,1.5, , , , , , 
27-Jul-49,0,0, , , , , , 
28-Jul-49,4,0, , , , , , 
29-Jul-49,0,0.5, , , , , , 
30-Jul-49,0,3.3, , , , , , 
31-Jul-49,0,0.1, , , , , , 
01-Aug-49,0,4, , , , , , 
02-Aug-49,0,2, , , , , , 
03-Aug-49,0,1.9, , , , , , 
04-Aug-49,4,0, , , , , , 
05-Aug-49,0,1.4, , , , , , 
06-Aug-49,0,1.8, , , , , , 
07-Aug-49,0,22.4, , , , , , 
08-Aug-49,0,0.1, , , , , , 
09-Aug-49,0,5.1, , , , , , 
10-Aug-49,0,7.9, , , , , , 
11-Aug-49,0,0, , , , , , 
12-Aug-49,0,0, , , , , , 
13-Aug-49,0,0, , , , , , 
14-Aug-49,0,0, , , , , , 
15-Aug-49,0,1, , , , , , 
16-Aug-49,0,0, , , , , , 
17-Aug-49,0,6.8, , , , , , 
18-Aug-49,0,0.2, , , , , , 
19-Aug-49,0,0, , , , , , 
20-Aug-49,0,0, , , , , , 
21-Aug-49,4,0, , , , , , 
22-Aug-49,0,1.3, , , , , , 
23-Aug-49,4,0, , , , , , 
24-Aug-49,0,0.1, , , , , , 
25-Aug-49,0,0, , , , , , 
26-Aug-49,4,0, , , , , , 
27-Aug-49,0,0, , , , , , 
28-Aug-49,0,0.3, , , , , , 
29-Aug-49,0,2.5, , , , , , 
30-Aug-49,0,6.5, , , , , , 
31-Aug-49,0,2, , , , , , 
01-Sep-49,0,1.6, , , , , , 
02-Sep-49,0,0.1, , , , , , 
03-Sep-49,0,3.5, , , , , , 
04-Sep-49,0,0.6, , , , , , 
05-Sep-49,0,0.6, , , , , , 
06-Sep-49,0,0.1, , , , , , 
07-Sep-49,0,0, , , , , , 
08-Sep-49,0,0.1, , , , , , 
09-Sep-49,0,0, , , , , , 
10-Sep-49,0,0.2, , , , , , 
11-Sep-49,0,0, , , , , , 
12-Sep-49,0,0, , , , , , 
13-Sep-49,0,0, , , , , , 
14-Sep-49,0,0, , , , , , 
15-Sep-49,0,0, , , , , , 
16-Sep-49,0,0, , , , , , 
17-Sep-49,0,0, , , , , , 
18-Sep-49,4,0, , , , , , 
19-Sep-49,4,0, , , , , , 
20-Sep-49,0,0, , , , , , 
21-Sep-49,0,3.7, , , , , , 
22-Sep-49,0,8.4, , , , , , 
23-Sep-49,0,0, , , , , , 
24-Sep-49,0,7.8, , , , , , 
25-Sep-49,4,0, , , , , , 
26-Sep-49,4,0, , , , , , 
27-Sep-49,0,0, , , , , , 
28-Sep-49,0,0.1, , , , , , 
29-Sep-49,4,0, , , , , , 
30-Sep-49,0,0, , , , , , 
01-Oct-49,0,0, , , , , , 
02-Oct-49,4,0, , , , , , 
03-Oct-49,4,0, , , , , , 
04-Oct-49,0,0, , , , , , 
05-Oct-49,0,0.3, , , , , , 
06-Oct-49,0,3.2, , , , , , 
07-Oct-49,0,2.5, , , , , , 
08-Oct-49,0,2.4, , , , , , 
09-Oct-49,0,2.4, , , , , , 
10-Oct-49,4,0, , , , , , 
11-Oct-49,0,0.7, , , , , , 
12-Oct-49,4,0, , , , , , 
13-Oct-49,4,0, , , , , , 
14-Oct-49,0,0, , , , , , 
15-Oct-49,0,2.3, , , , , , 
16-Oct-49,0,0.9, , , , , , 
17-Oct-49,0,12.8, , , , , , 
18-Oct-49,0,0.5, , , , , , 
19-Oct-49,0,3.5, , , , , , 
20-Oct-49,0,0.5, , , , , , 
21-Oct-49,4,0, , , , , , 
22-Oct-49,0,0.1, , , , , , 
23-Oct-49,0,0.7, , , , , , 
24-Oct-49,0,21.4, , , , , , 
25-Oct-49,0,25.3, , , , , , 
26-Oct-49,4,0, , , , , , 
27-Oct-49,4,0, , , , , , 
28-Oct-49,0,0.3, , , , , , 
29-Oct-49,4,0, , , , , , 
30-Oct-49,0,0.4, , , , , , 
31-Oct-49,0,0, , , , , , 
01-Nov-49,0,0, , , , , , 
02-Nov-49,0,0, , , , , , 
03-Nov-49,0,2, , , , , , 
04-Nov-49,0,3.2, , , , , , 
05-Nov-49,4,0, , , , , , 
06-Nov-49,0,0.9, , , , , , 
07-Nov-49,0,0, , , , , , 
08-Nov-49,0,9.3, , , , , , 
09-Nov-49,0,2.6, , , , , , 
10-Nov-49,0,1.6, , , , , , 
11-Nov-49,0,3.1, , , , , , 
12-Nov-49,0,0.4, , , , , , 
13-Nov-49,0,0.4, , , , , , 
14-Nov-49,0,4.3, , , , , , 
15-Nov-49,0,0.7, , , , , , 
16-Nov-49,4,0, , , , , , 
17-Nov-49,0,3, , , , , , 
18-Nov-49,4,0, , , , , , 
19-Nov-49,4,0, , , , , , 
20-Nov-49,0,1.6, , , , , , 
21-Nov-49,4,0, , , , , , 
22-Nov-49,0,0.6, , , , , , 
23-Nov-49,0,1.6, , , , , , 
24-Nov-49,0,1.1, , , , , , 
25-Nov-49,0,4.5, , , , , , 
26-Nov-49,0,0.2, , , , , , 
27-Nov-49,0,2.5, , , , , , 
28-Nov-49,0,0, , , , , , 
29-Nov-49,4,0, , , , , , 
30-Nov-49,0,0.2, , , , , , 
01-Dec-49,4,0, , , , , , 
02-Dec-49,0,1.2, , , , , , 
03-Dec-49,0,3.3, , , , , , 
04-Dec-49,0,0.7, , , , , , 
05-Dec-49,0,1.6, , , , , , 
06-Dec-49,0,0.7, , , , , , 
07-Dec-49,0,2.2, , , , , , 
08-Dec-49,0,9.8, , , , , , 
09-Dec-49,0,4.5, , , , , , 
10-Dec-49,0,0, , , , , , 
11-Dec-49,0,0.7, , , , , , 
12-Dec-49,0,10, , , , , , 
13-Dec-49,0,2.4, , , , , , 
14-Dec-49,0,2.2, , , , , , 
15-Dec-49,0,0.1, , , , , , 
16-Dec-49,0,5.5, , , , , , 
17-Dec-49,0,3.8, , , , , , 
18-Dec-49,0,5, , , , , , 
19-Dec-49,0,1, , , , , , 
20-Dec-49,0,0, , , , , , 
21-Dec-49,0,0.5, , , , , , 
22-Dec-49,4,0, , , , , , 
23-Dec-49,0,0, , , , , , 
24-Dec-49,4,0, , , , , , 
25-Dec-49,0,2.7, , , , , , 
26-Dec-49,0,0.2, , , , , , 
27-Dec-49,0,2.8, , , , , , 
28-Dec-49,0,0, , , , , , 
29-Dec-49,0,0, , , , , , 
30-Dec-49,0,0.5, , , , , , 
31-Dec-49,0,0, , , , , , 
01-Jan-50,4,0, , , , , , 
02-Jan-50,0,0.6, , , , , , 
03-Jan-50,4,0, , , , , , 
04-Jan-50,0,0, , , , , , 
05-Jan-50,0,0.7, , , , , , 
06-Jan-50,0,0.3, , , , , , 
07-Jan-50,0,0.1, , , , , , 
08-Jan-50,0,0, , , , , , 
09-Jan-50,0,0, , , , , , 
10-Jan-50,0,0, , , , , , 
11-Jan-50,0,0.3, , , , , , 
12-Jan-50,0,0.2, , , , , , 
13-Jan-50,4,0, , , , , , 
14-Jan-50,0,1.2, , , , , , 
15-Jan-50,0,0, , , , , , 
16-Jan-50,4,0, , , , , , 
17-Jan-50,0,0, , , , , , 
18-Jan-50,0,0, , , , , , 
19-Jan-50,0,0, , , , , , 
20-Jan-50,0,0, , , , , , 
21-Jan-50,0,0, , , , , , 
22-Jan-50,4,0, , , , , , 
23-Jan-50,0,0, , , , , , 
24-Jan-50,0,0, , , , , , 
25-Jan-50,4,0, , , , , , 
26-Jan-50,4,0, , , , , , 
27-Jan-50,0,0, , , , , , 
28-Jan-50,0,0, , , , , , 
29-Jan-50,0,5.9, , , , , , 
30-Jan-50,0,3.3, , , , , , 
31-Jan-50,0,1.9, , , , , , 
01-Feb-50,0,6.5, , , , , , 
02-Feb-50,0,9.4, , , , , , 
03-Feb-50,0,0.7, , , , , , 
04-Feb-50,0,0.9, , , , , , 
05-Feb-50,0,0.9, , , , , , 
06-Feb-50,0,0.3, , , , , , 
07-Feb-50,0,2.8, , , , , , 
08-Feb-50,0,1.5, , , , , , 
09-Feb-50,0,23.9, , , , , , 
10-Feb-50,0,6.8, , , , , , 
11-Feb-50,0,4.6, , , , , , 
12-Feb-50,0,12, , , , , , 
13-Feb-50,0,0, , , , , , 
14-Feb-50,0,3.7, , , , , , 
15-Feb-50,0,2.3, , , , , , 
16-Feb-50,4,0, , , , , , 
17-Feb-50,0,0, , , , , , 
18-Feb-50,0,2.4, , , , , , 
19-Feb-50,0,0.6, , , , , , 
20-Feb-50,0,5.4, , , , , , 
21-Feb-50,0,0.7, , , , , , 
22-Feb-50,0,0.1, , , , , , 
23-Feb-50,0,6.2, , , , , , 
24-Feb-50,0,4.2, , , , , , 
25-Feb-50,0,7.4, , , , , , 
26-Feb-50,0,0, , , , , , 
27-Feb-50,0,0, , , , , , 
28-Feb-50,0,1.7, , , , , , 
01-Mar-50,4,0, , , , , , 
02-Mar-50,4,0, , , , , , 
03-Mar-50,0,0.7, , , , , , 
04-Mar-50,0,0, , , , , , 
05-Mar-50,4,0, , , , , , 
06-Mar-50,0,0, , , , , , 
07-Mar-50,4,0, , , , , , 
08-Mar-50,0,0.5, , , , , , 
09-Mar-50,0,1.1, , , , , , 
10-Mar-50,0,0, , , , , , 
11-Mar-50,0,0.1, , , , , , 
12-Mar-50,0,0, , , , , , 
13-Mar-50,4,0, , , , , , 
14-Mar-50,0,0.9, , , , , , 
15-Mar-50,0,1.3, , , , , , 
16-Mar-50,0,2.3, , , , , , 
17-Mar-50,0,0.9, , , , , , 
18-Mar-50,0,10.9, , , , , , 
19-Mar-50,0,1.7, , , , , , 
20-Mar-50,0,2, , , , , , 
21-Mar-50,0,0.8, , , , , , 
22-Mar-50,0,0.5, , , , , , 
23-Mar-50,0,0, , , , , , 
24-Mar-50,0,0, , , , , , 
25-Mar-50,0,0, , , , , , 
26-Mar-50,0,0, , , , , , 
27-Mar-50,0,0, , , , , , 
28-Mar-50,0,0, , , , , , 
29-Mar-50,0,0, , , , , , 
30-Mar-50,0,0, , , , , , 
31-Mar-50,4,0, , , , , , 
01-Apr-50,0,3.9, , , , , , 
02-Apr-50,0,2.7, , , , , , 
03-Apr-50,0,1.4, , , , , , 
04-Apr-50,0,0.9, , , , , , 
05-Apr-50,0,1.1, , , , , , 
06-Apr-50,4,0, , , , , , 
07-Apr-50,0,3.6, , , , , , 
08-Apr-50,0,2, , , , , , 
09-Apr-50,0,4.4, , , , , , 
10-Apr-50,0,0.2, , , , , , 
11-Apr-50,0,0.6, , , , , , 
12-Apr-50,0,1.9, , , , , , 
13-Apr-50,0,8.3, , , , , , 
14-Apr-50,0,0, , , , , , 
15-Apr-50,0,0, , , , , , 
16-Apr-50,0,2, , , , , , 
17-Apr-50,0,1, , , , , , 
18-Apr-50,0,1.9, , , , , , 
19-Apr-50,0,0, , , , , , 
20-Apr-50,0,0.3, , , , , , 
21-Apr-50,0,0, , , , , , 
22-Apr-50,0,1.8, , , , , , 
23-Apr-50,0,0.5, , , , , , 
