date,ind,rain,ind,maxt,ind,mint,gmin,soil
26-Mar-57,0,0.3, , , , , , 
27-Mar-57,0,0, , , , , , 
28-Mar-57,0,7.2, , , , , , 
29-Mar-57,0,2, , , , , , 
30-Mar-57,0,0, , , , , , 
31-Mar-57,0,12.7, , , , , , 
01-Apr-57,0,3.6, , , , , , 
02-Apr-57,0,3.2, , , , , , 
03-Apr-57,4,0, , , , , , 
04-Apr-57,0,0, , , , , , 
05-Apr-57,0,0, , , , , , 
06-Apr-57,0,0, , , , , , 
07-Apr-57,0,0, , , , , , 
08-Apr-57,0,0, , , , , , 
09-Apr-57,0,0, , , , , , 
10-Apr-57,0,0, , , , , , 
11-Apr-57,0,0, , , , , , 
12-Apr-57,0,0, , , , , , 
13-Apr-57,0,0.8, , , , , , 
14-Apr-57,0,0, , , , , , 
15-Apr-57,0,4.3, , , , , , 
16-Apr-57,0,2.5, , , , , , 
17-Apr-57,0,0, , , , , , 
18-Apr-57,0,0, , , , , , 
19-Apr-57,0,0, , , , , , 
20-Apr-57,0,0.5, , , , , , 
21-Apr-57,0,0.9, , , , , , 
22-Apr-57,0,0, , , , , , 
23-Apr-57,0,0, , , , , , 
24-Apr-57,0,0, , , , , , 
25-Apr-57,0,0, , , , , , 
26-Apr-57,0,0, , , , , , 
27-Apr-57,4,0, , , , , , 
28-Apr-57,0,3.2, , , , , , 
29-Apr-57,0,0, , , , , , 
30-Apr-57,0,0, , , , , , 
01-May-57,0,0, , , , , , 
02-May-57,0,0, , , , , , 
03-May-57,0,0, , , , , , 
04-May-57,0,0, , , , , , 
05-May-57,0,1.8, , , , , , 
06-May-57,0,0.3, , , , , , 
07-May-57,4,0, , , , , , 
08-May-57,0,10.7, , , , , , 
09-May-57,0,0.8, , , , , , 
10-May-57,0,2.1, , , , , , 
11-May-57,0,7.9, , , , , , 
12-May-57,0,5.3, , , , , , 
13-May-57,0,3.9, , , , , , 
14-May-57,0,0.3, , , , , , 
15-May-57,0,3.1, , , , , , 
16-May-57,4,0, , , , , , 
17-May-57,0,19.1, , , , , , 
18-May-57,0,4.2, , , , , , 
19-May-57,0,0.5, , , , , , 
20-May-57,0,0.3, , , , , , 
21-May-57,0,0, , , , , , 
22-May-57,0,0, , , , , , 
23-May-57,0,0, , , , , , 
24-May-57,0,0, , , , , , 
25-May-57,0,0, , , , , , 
26-May-57,0,0, , , , , , 
27-May-57,0,0, , , , , , 
28-May-57,0,0, , , , , , 
29-May-57,0,0, , , , , , 
30-May-57,0,0, , , , , , 
31-May-57,0,0, , , , , , 
01-Jun-57,0,0, , , , , , 
02-Jun-57,0,0, , , , , , 
03-Jun-57,0,0.4, , , , , , 
04-Jun-57,4,0, , , , , , 
05-Jun-57,0,0, , , , , , 
06-Jun-57,0,3.4, , , , , , 
07-Jun-57,0,9.6, , , , , , 
08-Jun-57,0,6.8, , , , , , 
09-Jun-57,0,0, , , , , , 
10-Jun-57,0,0, , , , , , 
11-Jun-57,0,0, , , , , , 
12-Jun-57,0,0, , , , , , 
13-Jun-57,0,0, , , , , , 
14-Jun-57,0,0, , , , , , 
15-Jun-57,0,0, , , , , , 
16-Jun-57,0,0, , , , , , 
17-Jun-57,0,0, , , , , , 
18-Jun-57,0,0, , , , , , 
19-Jun-57,0,0, , , , , , 
20-Jun-57,0,0, , , , , , 
21-Jun-57,0,0, , , , , , 
22-Jun-57,0,0, , , , , , 
23-Jun-57,0,2.2, , , , , , 
24-Jun-57,0,0, , , , , , 
25-Jun-57,0,0, , , , , , 
26-Jun-57,0,8.5, , , , , , 
27-Jun-57,0,0, , , , , , 
28-Jun-57,4,0, , , , , , 
29-Jun-57,0,0, , , , , , 
30-Jun-57,0,6.7, , , , , , 
01-Jul-57,0,0.3, , , , , , 
02-Jul-57,0,2.1, , , , , , 
03-Jul-57,0,0.5, , , , , , 
04-Jul-57,4,0, , , , , , 
05-Jul-57,4,0, , , , , , 
06-Jul-57,0,0.1, , , , , , 
07-Jul-57,0,6.6, , , , , , 
08-Jul-57,0,0, , , , , , 
09-Jul-57,0,13.9, , , , , , 
10-Jul-57,0,0.3, , , , , , 
11-Jul-57,0,8.4, , , , , , 
12-Jul-57,0,6.6, , , , , , 
13-Jul-57,0,6.7, , , , , , 
14-Jul-57,4,0, , , , , , 
15-Jul-57,0,10.6, , , , , , 
16-Jul-57,0,4.4, , , , , , 
17-Jul-57,0,3.2, , , , , , 
18-Jul-57,0,2.8, , , , , , 
19-Jul-57,0,3.9, , , , , , 
20-Jul-57,0,2.4, , , , , , 
21-Jul-57,0,1.2, , , , , , 
22-Jul-57,0,0.2, , , , , , 
23-Jul-57,4,0, , , , , , 
24-Jul-57,4,0, , , , , , 
25-Jul-57,0,1.7, , , , , , 
26-Jul-57,0,7.7, , , , , , 
27-Jul-57,0,0.1, , , , , , 
28-Jul-57,0,0.3, , , , , , 
29-Jul-57,0,0, , , , , , 
30-Jul-57,0,0, , , , , , 
31-Jul-57,0,0, , , , , , 
01-Aug-57,0,0, , , , , , 
02-Aug-57,0,0, , , , , , 
03-Aug-57,0,0, , , , , , 
04-Aug-57,0,3.8, , , , , , 
05-Aug-57,0,0.7, , , , , , 
06-Aug-57,0,0, , , , , , 
07-Aug-57,0,1.7, , , , , , 
08-Aug-57,0,9.4, , , , , , 
09-Aug-57,0,5.3, , , , , , 
10-Aug-57,0,0, , , , , , 
11-Aug-57,0,6.2, , , , , , 
12-Aug-57,0,15.8, , , , , , 
13-Aug-57,0,0.2, , , , , , 
14-Aug-57,4,0, , , , , , 
15-Aug-57,0,0, , , , , , 
16-Aug-57,0,0.6, , , , , , 
17-Aug-57,0,2.1, , , , , , 
18-Aug-57,0,0, , , , , , 
19-Aug-57,0,0.1, , , , , , 
20-Aug-57,0,0, , , , , , 
21-Aug-57,0,0, , , , , , 
22-Aug-57,0,1.4, , , , , , 
23-Aug-57,0,1, , , , , , 
24-Aug-57,0,10.1, , , , , , 
25-Aug-57,0,0.5, , , , , , 
26-Aug-57,0,1.6, , , , , , 
27-Aug-57,0,4.7, , , , , , 
28-Aug-57,0,0, , , , , , 
29-Aug-57,0,0, , , , , , 
30-Aug-57,0,0, , , , , , 
31-Aug-57,0,1.9, , , , , , 
01-Sep-57,0,0, , , , , , 
02-Sep-57,0,2.7, , , , , , 
03-Sep-57,0,0.1, , , , , , 
04-Sep-57,0,0, , , , , , 
05-Sep-57,0,0.3, , , , , , 
06-Sep-57,0,0.6, , , , , , 
07-Sep-57,0,1, , , , , , 
08-Sep-57,0,2.1, , , , , , 
09-Sep-57,0,1.5, , , , , , 
10-Sep-57,0,4.6, , , , , , 
11-Sep-57,0,2.4, , , , , , 
12-Sep-57,0,8.4, , , , , , 
13-Sep-57,0,2.5, , , , , , 
14-Sep-57,0,0.1, , , , , , 
15-Sep-57,0,4.3, , , , , , 
16-Sep-57,0,2.7, , , , , , 
17-Sep-57,0,0.3, , , , , , 
18-Sep-57,0,1.4, , , , , , 
19-Sep-57,0,0.1, , , , , , 
20-Sep-57,0,16.1, , , , , , 
21-Sep-57,0,2.8, , , , , , 
22-Sep-57,0,7.7, , , , , , 
23-Sep-57,0,12.2, , , , , , 
24-Sep-57,0,44.2, , , , , , 
25-Sep-57,0,0.1, , , , , , 
26-Sep-57,0,0, , , , , , 
27-Sep-57,4,0, , , , , , 
28-Sep-57,0,6.7, , , , , , 
29-Sep-57,0,0, , , , , , 
30-Sep-57,0,0, , , , , , 
01-Oct-57,0,0, , , , , , 
02-Oct-57,0,0.3, , , , , , 
03-Oct-57,0,0, , , , , , 
04-Oct-57,0,0.2, , , , , , 
05-Oct-57,4,0, , , , , , 
06-Oct-57,0,0, , , , , , 
07-Oct-57,0,0, , , , , , 
08-Oct-57,0,0, , , , , , 
09-Oct-57,4,0, , , , , , 
10-Oct-57,0,1.9, , , , , , 
11-Oct-57,0,0, , , , , , 
12-Oct-57,0,0, , , , , , 
13-Oct-57,0,0, , , , , , 
14-Oct-57,0,0, , , , , , 
15-Oct-57,0,3.2, , , , , , 
16-Oct-57,0,0.6, , , , , , 
17-Oct-57,0,3.3, , , , , , 
18-Oct-57,0,3.6, , , , , , 
19-Oct-57,0,1.8, , , , , , 
20-Oct-57,0,1.4, , , , , , 
21-Oct-57,0,1.7, , , , , , 
22-Oct-57,0,0.3, , , , , , 
23-Oct-57,0,2, , , , , , 
24-Oct-57,0,1.6, , , , , , 
25-Oct-57,0,1.5, , , , , , 
26-Oct-57,0,0, , , , , , 
27-Oct-57,0,10.1, , , , , , 
28-Oct-57,0,2.6, , , , , , 
29-Oct-57,0,16, , , , , , 
30-Oct-57,0,0.7, , , , , , 
31-Oct-57,0,2.6, , , , , , 
01-Nov-57,0,0.1, , , , , , 
02-Nov-57,0,0.6, , , , , , 
03-Nov-57,0,0.6, , , , , , 
04-Nov-57,0,23.6, , , , , , 
05-Nov-57,4,0, , , , , , 
06-Nov-57,0,0, , , , , , 
07-Nov-57,0,0, , , , , , 
08-Nov-57,0,1.9, , , , , , 
09-Nov-57,0,0.1, , , , , , 
10-Nov-57,0,1.2, , , , , , 
11-Nov-57,0,9.5, , , , , , 
12-Nov-57,4,0, , , , , , 
13-Nov-57,0,0, , , , , , 
14-Nov-57,0,0, , , , , , 
15-Nov-57,4,0, , , , , , 
16-Nov-57,0,0, , , , , , 
17-Nov-57,0,2.5, , , , , , 
18-Nov-57,0,1.1, , , , , , 
19-Nov-57,4,0, , , , , , 
20-Nov-57,4,0, , , , , , 
21-Nov-57,0,0.4, , , , , , 
22-Nov-57,0,0, , , , , , 
23-Nov-57,0,0, , , , , , 
24-Nov-57,0,0, , , , , , 
25-Nov-57,0,0, , , , , , 
26-Nov-57,0,0, , , , , , 
27-Nov-57,0,0, , , , , , 
28-Nov-57,0,0, , , , , , 
29-Nov-57,0,0, , , , , , 
30-Nov-57,0,0, , , , , , 
01-Dec-57,0,0, , , , , , 
02-Dec-57,0,0, , , , , , 
03-Dec-57,0,0, , , , , , 
04-Dec-57,0,0, , , , , , 
05-Dec-57,0,1.9, , , , , , 
06-Dec-57,0,1.9, , , , , , 
07-Dec-57,0,2.8, , , , , , 
08-Dec-57,0,3.5, , , , , , 
09-Dec-57,0,2.5, , , , , , 
10-Dec-57,0,21.4, , , , , , 
11-Dec-57,0,6.8, , , , , , 
12-Dec-57,0,0.2, , , , , , 
13-Dec-57,0,0.7, , , , , , 
14-Dec-57,0,0.1, , , , , , 
15-Dec-57,4,0, , , , , , 
16-Dec-57,0,2.4, , , , , , 
17-Dec-57,0,6.9, , , , , , 
18-Dec-57,4,0, , , , , , 
19-Dec-57,0,1, , , , , , 
20-Dec-57,0,3.3, , , , , , 
21-Dec-57,0,0.8, , , , , , 
22-Dec-57,0,7.3, , , , , , 
23-Dec-57,0,3.2, , , , , , 
24-Dec-57,0,0, , , , , , 
25-Dec-57,0,0, , , , , , 
26-Dec-57,0,0, , , , , , 
27-Dec-57,0,0.1, , , , , , 
28-Dec-57,0,0, , , , , , 
29-Dec-57,0,0.3, , , , , , 
30-Dec-57,0,2.3, , , , , , 
31-Dec-57,0,5, , , , , , 
01-Jan-58,0,5.3, , , , , , 
02-Jan-58,0,0, , , , , , 
03-Jan-58,4,0, , , , , , 
04-Jan-58,0,4.7, , , , , , 
05-Jan-58,0,0.6, , , , , , 
06-Jan-58,0,3.2, , , , , , 
07-Jan-58,4,0, , , , , , 
08-Jan-58,0,2.2, , , , , , 
09-Jan-58,0,2.9, , , , , , 
10-Jan-58,0,1, , , , , , 
11-Jan-58,0,0.6, , , , , , 
12-Jan-58,0,0, , , , , , 
13-Jan-58,0,0.8, , , , , , 
14-Jan-58,0,0.8, , , , , , 
15-Jan-58,4,0, , , , , , 
16-Jan-58,0,0.2, , , , , , 
17-Jan-58,0,0.2, , , , , , 
18-Jan-58,0,1.3, , , , , , 
19-Jan-58,0,0.7, , , , , , 
20-Jan-58,4,0, , , , , , 
21-Jan-58,4,0, , , , , , 
22-Jan-58,0,0, , , , , , 
23-Jan-58,0,0, , , , , , 
24-Jan-58,0,3.5, , , , , , 
25-Jan-58,0,0.8, , , , , , 
26-Jan-58,4,0, , , , , , 
27-Jan-58,0,4, , , , , , 
28-Jan-58,0,0.2, , , , , , 
29-Jan-58,0,0, , , , , , 
30-Jan-58,0,0, , , , , , 
31-Jan-58,0,0, , , , , , 
01-Feb-58,0,0, , , , , , 
02-Feb-58,0,0.6, , , , , , 
03-Feb-58,0,0.2, , , , , , 
04-Feb-58,0,1.8, , , , , , 
05-Feb-58,0,0, , , , , , 
06-Feb-58,0,0.8, , , , , , 
07-Feb-58,0,13.1, , , , , , 
08-Feb-58,0,8.7, , , , , , 
09-Feb-58,0,7.6, , , , , , 
10-Feb-58,0,15.5, , , , , , 
11-Feb-58,0,3.4, , , , , , 
12-Feb-58,0,0, , , , , , 
13-Feb-58,0,14.2, , , , , , 
14-Feb-58,0,0.4, , , , , , 
15-Feb-58,0,4.9, , , , , , 
16-Feb-58,0,0, , , , , , 
17-Feb-58,0,0, , , , , , 
18-Feb-58,0,0, , , , , , 
19-Feb-58,0,0.3, , , , , , 
20-Feb-58,0,3.3, , , , , , 
21-Feb-58,0,4.9, , , , , , 
22-Feb-58,0,3.4, , , , , , 
23-Feb-58,0,6.8, , , , , , 
24-Feb-58,0,14.5, , , , , , 
25-Feb-58,0,0.1, , , , , , 
26-Feb-58,4,0, , , , , , 
27-Feb-58,4,0, , , , , , 
28-Feb-58,0,0.9, , , , , , 
01-Mar-58,0,0, , , , , , 
02-Mar-58,0,0, , , , , , 
03-Mar-58,0,0, , , , , , 
04-Mar-58,4,0, , , , , , 
05-Mar-58,0,0.1, , , , , , 
06-Mar-58,4,0, , , , , , 
07-Mar-58,4,0, , , , , , 
08-Mar-58,0,0.2, , , , , , 
09-Mar-58,0,0.2, , , , , , 
10-Mar-58,0,1.9, , , , , , 
11-Mar-58,4,0, , , , , , 
12-Mar-58,0,1.7, , , , , , 
13-Mar-58,0,0, , , , , , 
14-Mar-58,0,1, , , , , , 
15-Mar-58,0,0.6, , , , , , 
16-Mar-58,4,0, , , , , , 
17-Mar-58,0,0, , , , , , 
18-Mar-58,0,0, , , , , , 
19-Mar-58,0,0, , , , , , 
20-Mar-58,0,0, , , , , , 
21-Mar-58,0,0, , , , , , 
22-Mar-58,4,0, , , , , , 
23-Mar-58,0,0.4, , , , , , 
24-Mar-58,0,0.6, , , , , , 
25-Mar-58,0,2.7, , , , , , 
26-Mar-58,0,0.3, , , , , , 
27-Mar-58,0,0.9, , , , , , 
28-Mar-58,0,15.2, , , , , , 
29-Mar-58,0,2.7, , , , , , 
30-Mar-58,4,0, , , , , , 
31-Mar-58,0,0, , , , , , 
01-Apr-58,0,0, , , , , , 
02-Apr-58,0,0.1, , , , , , 
03-Apr-58,0,1.4, , , , , , 
04-Apr-58,0,7.5, , , , , , 
05-Apr-58,0,0, , , , , , 
06-Apr-58,0,0, , , , , , 
07-Apr-58,0,0, , , , , , 
08-Apr-58,0,0, , , , , , 
09-Apr-58,0,5.9, , , , , , 
10-Apr-58,0,5.7, , , , , , 
11-Apr-58,0,0, , , , , , 
12-Apr-58,0,0, , , , , , 
13-Apr-58,0,0, , , , , , 
14-Apr-58,0,0, , , , , , 
15-Apr-58,0,0.3, , , , , , 
16-Apr-58,0,0.7, , , , , , 
17-Apr-58,0,0, , , , , , 
18-Apr-58,0,0, , , , , , 
19-Apr-58,4,0, , , , , , 
20-Apr-58,0,0, , , , , , 
21-Apr-58,0,0, , , , , , 
22-Apr-58,4,0, , , , , , 
23-Apr-58,0,0.9, , , , , , 
24-Apr-58,4,0, , , , , , 
25-Apr-58,0,4.8, , , , , , 
26-Apr-58,0,3.1, , , , , , 
27-Apr-58,0,0.6, , , , , , 
28-Apr-58,4,0, , , , , , 
29-Apr-58,0,0, , , , , , 
30-Apr-58,0,0, , , , , , 
01-May-58,0,0, , , , , , 
02-May-58,0,0, , , , , , 
03-May-58,0,0, , , , , , 
04-May-58,0,1.2, , , , , , 
05-May-58,0,3.2, , , , , , 
06-May-58,0,5.8, , , , , , 
07-May-58,4,0, , , , , , 
08-May-58,0,4.5, , , , , , 
09-May-58,0,2.6, , , , , , 
10-May-58,0,0, , , , , , 
11-May-58,0,1.1, , , , , , 
12-May-58,0,8.7, , , , , , 
13-May-58,0,10.2, , , , , , 
14-May-58,0,9.7, , , , , , 
15-May-58,0,13.2, , , , , , 
16-May-58,4,0, , , , , , 
17-May-58,0,0.8, , , , , , 
18-May-58,0,0.1, , , , , , 
19-May-58,0,0.1, , , , , , 
20-May-58,0,3.5, , , , , , 
21-May-58,0,0.7, , , , , , 
22-May-58,0,11.9, , , , , , 
23-May-58,0,28.6, , , , , , 
24-May-58,0,4.8, , , , , , 
25-May-58,0,0.2, , , , , , 
26-May-58,0,1.3, , , , , , 
27-May-58,0,0, , , , , , 
28-May-58,0,0, , , , , , 
29-May-58,0,0.4, , , , , , 
30-May-58,0,1, , , , , , 
31-May-58,0,0, , , , , , 
01-Jun-58,0,6, , , , , , 
02-Jun-58,0,13.7, , , , , , 
03-Jun-58,0,7, , , , , , 
04-Jun-58,0,0, , , , , , 
05-Jun-58,0,4.4, , , , , , 
06-Jun-58,0,22.9, , , , , , 
07-Jun-58,0,18.8, , , , , , 
08-Jun-58,4,0, , , , , , 
09-Jun-58,0,8.5, , , , , , 
10-Jun-58,0,0.4, , , , , , 
11-Jun-58,0,0.4, , , , , , 
12-Jun-58,0,0, , , , , , 
13-Jun-58,0,0, , , , , , 
14-Jun-58,0,0, , , , , , 
15-Jun-58,0,0.6, , , , , , 
16-Jun-58,0,3.1, , , , , , 
17-Jun-58,0,0, , , , , , 
18-Jun-58,0,6.9, , , , , , 
19-Jun-58,0,1.3, , , , , , 
20-Jun-58,0,7.5, , , , , , 
21-Jun-58,0,0.9, , , , , , 
22-Jun-58,0,10.7, , , , , , 
23-Jun-58,0,4.8, , , , , , 
24-Jun-58,0,2.2, , , , , , 
25-Jun-58,0,40.3, , , , , , 
26-Jun-58,0,0, , , , , , 
27-Jun-58,0,0, , , , , , 
28-Jun-58,4,0, , , , , , 
29-Jun-58,4,0, , , , , , 
30-Jun-58,0,1, , , , , , 
01-Jul-58,0,12.3, , , , , , 
02-Jul-58,0,1.8, , , , , , 
03-Jul-58,4,0, , , , , , 
04-Jul-58,0,0, , , , , , 
05-Jul-58,0,0, , , , , , 
06-Jul-58,4,0, , , , , , 
07-Jul-58,0,0, , , , , , 
08-Jul-58,4,0, , , , , , 
09-Jul-58,4,0, , , , , , 
10-Jul-58,0,0, , , , , , 
11-Jul-58,0,16.1, , , , , , 
12-Jul-58,0,13.1, , , , , , 
13-Jul-58,0,2.5, , , , , , 
14-Jul-58,0,5.9, , , , , , 
15-Jul-58,0,4, , , , , , 
16-Jul-58,0,0.5, , , , , , 
17-Jul-58,0,0.1, , , , , , 
18-Jul-58,0,1.4, , , , , , 
19-Jul-58,4,0, , , , , , 
20-Jul-58,0,0.3, , , , , , 
21-Jul-58,0,1.3, , , , , , 
22-Jul-58,4,0, , , , , , 
23-Jul-58,0,1.9, , , , , , 
24-Jul-58,4,0, , , , , , 
25-Jul-58,0,7.1, , , , , , 
26-Jul-58,0,0.3, , , , , , 
27-Jul-58,0,34, , , , , , 
28-Jul-58,0,0.2, , , , , , 
29-Jul-58,0,3.2, , , , , , 
30-Jul-58,0,6.5, , , , , , 
31-Jul-58,0,4.6, , , , , , 
01-Aug-58,0,7.7, , , , , , 
02-Aug-58,0,4.9, , , , , , 
03-Aug-58,0,0.1, , , , , , 
04-Aug-58,0,1.6, , , , , , 
05-Aug-58,0,0, , , , , , 
06-Aug-58,0,1.3, , , , , , 
07-Aug-58,0,0.3, , , , , , 
08-Aug-58,0,7.9, , , , , , 
09-Aug-58,0,0.8, , , , , , 
10-Aug-58,0,3.1, , , , , , 
11-Aug-58,0,5.2, , , , , , 
12-Aug-58,0,3.7, , , , , , 
13-Aug-58,0,7.7, , , , , , 
14-Aug-58,0,0.1, , , , , , 
15-Aug-58,0,10, , , , , , 
16-Aug-58,4,0, , , , , , 
17-Aug-58,0,1.8, , , , , , 
18-Aug-58,0,42.1, , , , , , 
19-Aug-58,0,5.1, , , , , , 
20-Aug-58,0,0.5, , , , , , 
21-Aug-58,0,0.2, , , , , , 
22-Aug-58,0,0.5, , , , , , 
23-Aug-58,0,0.7, , , , , , 
24-Aug-58,0,11.9, , , , , , 
25-Aug-58,4,0, , , , , , 
26-Aug-58,0,8.1, , , , , , 
27-Aug-58,0,0.5, , , , , , 
28-Aug-58,4,0, , , , , , 
29-Aug-58,0,0.5, , , , , , 
30-Aug-58,0,1, , , , , , 
31-Aug-58,0,0.4, , , , , , 
01-Sep-58,0,0.1, , , , , , 
02-Sep-58,0,11.8, , , , , , 
03-Sep-58,0,8.5, , , , , , 
04-Sep-58,0,0.2, , , , , , 
05-Sep-58,0,4.9, , , , , , 
06-Sep-58,0,1.3, , , , , , 
07-Sep-58,0,2.4, , , , , , 
08-Sep-58,0,2.9, , , , , , 
09-Sep-58,0,0, , , , , , 
10-Sep-58,0,0, , , , , , 
11-Sep-58,0,0, , , , , , 
12-Sep-58,0,0.6, , , , , , 
13-Sep-58,0,0.4, , , , , , 
14-Sep-58,0,3, , , , , , 
15-Sep-58,0,3.7, , , , , , 
16-Sep-58,4,0, , , , , , 
17-Sep-58,0,1.6, , , , , , 
18-Sep-58,0,3.6, , , , , , 
19-Sep-58,0,0.8, , , , , , 
20-Sep-58,0,2.1, , , , , , 
21-Sep-58,0,1.7, , , , , , 
22-Sep-58,0,4, , , , , , 
23-Sep-58,0,6.4, , , , , , 
24-Sep-58,0,1.7, , , , , , 
25-Sep-58,0,0, , , , , , 
26-Sep-58,0,0, , , , , , 
27-Sep-58,0,1.4, , , , , , 
28-Sep-58,0,4.6, , , , , , 
29-Sep-58,0,18.4, , , , , , 
30-Sep-58,0,0.7, , , , , , 
01-Oct-58,0,0.5, , , , , , 
02-Oct-58,0,14.1, , , , , , 
03-Oct-58,0,9.4, , , , , , 
04-Oct-58,0,4.9, , , , , , 
05-Oct-58,0,0, , , , , , 
06-Oct-58,0,2.8, , , , , , 
07-Oct-58,4,0, , , , , , 
08-Oct-58,4,0, , , , , , 
09-Oct-58,0,0.5, , , , , , 
10-Oct-58,0,1.1, , , , , , 
11-Oct-58,0,0.5, , , , , , 
12-Oct-58,0,4.1, , , , , , 
13-Oct-58,4,0, , , , , , 
14-Oct-58,4,0, , , , , , 
15-Oct-58,0,0.3, , , , , , 
16-Oct-58,0,0.1, , , , , , 
17-Oct-58,4,0, , , , , , 
18-Oct-58,0,0.8, , , , , , 
19-Oct-58,4,0, , , , , , 
20-Oct-58,4,0, , , , , , 
21-Oct-58,0,0.1, , , , , , 
22-Oct-58,0,0, , , , , , 
23-Oct-58,0,0, , , , , , 
24-Oct-58,0,0, , , , , , 
25-Oct-58,0,0, , , , , , 
26-Oct-58,0,0, , , , , , 
27-Oct-58,0,0, , , , , , 
28-Oct-58,0,0, , , , , , 
29-Oct-58,0,6.2, , , , , , 
30-Oct-58,0,0, , , , , , 
31-Oct-58,0,0, , , , , , 
01-Nov-58,0,7.4, , , , , , 
02-Nov-58,0,3.2, , , , , , 
03-Nov-58,0,0, , , , , , 
04-Nov-58,0,10.3, , , , , , 
05-Nov-58,0,2.9, , , , , , 
06-Nov-58,0,1.6, , , , , , 
07-Nov-58,0,0, , , , , , 
08-Nov-58,4,0, , , , , , 
09-Nov-58,0,0.6, , , , , , 
10-Nov-58,0,0, , , , , , 
11-Nov-58,0,1.6, , , , , , 
12-Nov-58,0,0.2, , , , , , 
13-Nov-58,0,2.7, , , , , , 
14-Nov-58,0,0.1, , , , , , 
15-Nov-58,0,0.1, , , , , , 
16-Nov-58,0,0, , , , , , 
17-Nov-58,0,0, , , , , , 
18-Nov-58,0,7.4, , , , , , 
19-Nov-58,0,1.6, , , , , , 
20-Nov-58,4,0, , , , , , 
21-Nov-58,0,0, , , , , , 
22-Nov-58,4,0, , , , , , 
23-Nov-58,0,0, , , , , , 
24-Nov-58,4,0, , , , , , 
25-Nov-58,0,0, , , , , , 
26-Nov-58,0,0, , , , , , 
27-Nov-58,4,0, , , , , , 
28-Nov-58,0,14.3, , , , , , 
29-Nov-58,0,0, , , , , , 
30-Nov-58,0,0, , , , , , 
01-Dec-58,0,0, , , , , , 
02-Dec-58,0,0.1, , , , , , 
03-Dec-58,4,0, , , , , , 
04-Dec-58,4,0, , , , , , 
05-Dec-58,0,2.1, , , , , , 
06-Dec-58,0,0, , , , , , 
07-Dec-58,4,0, , , , , , 
08-Dec-58,0,0.5, , , , , , 
09-Dec-58,0,7.5, , , , , , 
10-Dec-58,0,2.6, , , , , , 
11-Dec-58,0,1.3, , , , , , 
12-Dec-58,0,1.6, , , , , , 
13-Dec-58,0,0, , , , , , 
14-Dec-58,0,2.4, , , , , , 
15-Dec-58,0,2.8, , , , , , 
16-Dec-58,0,11.6, , , , , , 
17-Dec-58,0,13.3, , , , , , 
18-Dec-58,0,28.1, , , , , , 
19-Dec-58,0,7.4, , , , , , 
20-Dec-58,4,0, , , , , , 
21-Dec-58,0,4, , , , , , 
22-Dec-58,0,0, , , , , , 
23-Dec-58,0,0, , , , , , 
24-Dec-58,0,2.2, , , , , , 
25-Dec-58,0,0.5, , , , , , 
26-Dec-58,0,8.4, , , , , , 
27-Dec-58,0,0.3, , , , , , 
28-Dec-58,0,0.2, , , , , , 
29-Dec-58,0,1.9, , , , , , 
30-Dec-58,0,2.9, , , , , , 
31-Dec-58,0,0, , , , , , 
01-Jan-59,0,7.2, , , , , , 
02-Jan-59,0,0.9, , , , , , 
03-Jan-59,0,0.1, , , , , , 
04-Jan-59,0,0.1, , , , , , 
05-Jan-59,0,2.9, , , , , , 
06-Jan-59,0,10.9, , , , , , 
07-Jan-59,0,0, , , , , , 
08-Jan-59,0,0.4, , , , , , 
09-Jan-59,0,0, , , , , , 
10-Jan-59,4,0, , , , , , 
11-Jan-59,4,0, , , , , , 
12-Jan-59,0,0, , , , , , 
13-Jan-59,0,0, , , , , , 
14-Jan-59,0,0, , , , , , 
15-Jan-59,0,0, , , , , , 
16-Jan-59,0,0.2, , , , , , 
17-Jan-59,0,0.2, , , , , , 
18-Jan-59,0,0.6, , , , , , 
19-Jan-59,0,1.7, , , , , , 
20-Jan-59,0,2.5, , , , , , 
21-Jan-59,0,6.8, , , , , , 
22-Jan-59,0,0, , , , , , 
23-Jan-59,0,0, , , , , , 
24-Jan-59,0,0, , , , , , 
25-Jan-59,0,0, , , , , , 
26-Jan-59,0,0, , , , , , 
27-Jan-59,0,0, , , , , , 
28-Jan-59,0,0, , , , , , 
29-Jan-59,0,2.6, , , , , , 
30-Jan-59,0,0.2, , , , , , 
31-Jan-59,0,0, , , , , , 
01-Feb-59,0,0, , , , , , 
02-Feb-59,0,0, , , , , , 
03-Feb-59,0,0, , , , , , 
04-Feb-59,0,0, , , , , , 
05-Feb-59,4,0, , , , , , 
06-Feb-59,0,0.1, , , , , , 
07-Feb-59,0,0, , , , , , 
08-Feb-59,0,0, , , , , , 
09-Feb-59,0,2.1, , , , , , 
10-Feb-59,0,0, , , , , , 
11-Feb-59,4,0, , , , , , 
12-Feb-59,4,0, , , , , , 
13-Feb-59,4,0, , , , , , 
14-Feb-59,0,0.5, , , , , , 
15-Feb-59,0,0.4, , , , , , 
16-Feb-59,0,0, , , , , , 
17-Feb-59,0,0, , , , , , 
18-Feb-59,0,0, , , , , , 
19-Feb-59,4,0, , , , , , 
20-Feb-59,4,0, , , , , , 
21-Feb-59,4,0, , , , , , 
22-Feb-59,0,0, , , , , , 
23-Feb-59,0,0.5, , , , , , 
24-Feb-59,0,0, , , , , , 
25-Feb-59,0,0, , , , , , 
